power,power_label,geo,geo_label,period,value,flag
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1990,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1991,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1992,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1993,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1994,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1995,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1996,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1997,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1998,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,1999,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2000,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2003,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2004,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2005,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2006,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2007,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2008,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2009,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2010,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2011,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2012,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2013,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2014,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2015,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2016,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2017,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2018,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2019,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2020,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2021,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2022,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2023,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AL,Albania,2024,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,1990,3160,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2007,3466,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2008,3161,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2009,3573,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2010,3498,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2011,3363,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2012,3521,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2013,3483,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2014,3483,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2015,3581,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2016,3543,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2017,3585,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2018,3586,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2019,3609,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2020,3625,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2021,3635,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2022,3647,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2023,3687,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,AT,Austria,2024,3791.281,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1990,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1991,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1992,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1993,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1994,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1995,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1996,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1997,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1998,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,1999,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2000,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2001,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2002,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2003,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2004,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2005,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2006,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2007,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2008,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2009,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2010,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2011,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2012,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2013,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2014,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2015,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2016,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2017,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2018,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2019,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2020,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2021,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2022,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2023,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BA,Bosnia and Herzegovina,2024,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2003,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2004,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2005,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2006,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2007,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2008,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2009,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2010,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2011,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2012,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2013,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2014,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2015,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2016,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2017,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2018,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2019,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2020,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2021,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2022,7,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2023,7,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BE,Belgium,2024,7,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,1990,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,1991,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2008,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2009,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2010,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2011,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2012,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2013,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2014,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2015,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2016,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2017,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2018,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2019,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2020,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2021,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2022,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2023,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,BG,Bulgaria,2024,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1990,4145,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1991,4149,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1992,4149,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1993,4147,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1994,4147,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1995,4151,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1996,4155,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1997,4111,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1998,4078,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,1999,4374,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2000,4287,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2001,4288,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2002,4283,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2003,4281,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2004,4315,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2005,4314,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2006,4317,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2007,4359,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2008,4397,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2009,4439,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2010,4398,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2011,4391,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2012,4397,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2013,4450,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2014,4456,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2015,4498,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2016,4519,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2017,4528,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2018,4524,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2019,4565,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2020,4603,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2021,4589,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2022,4595,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2023,4605,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CH,Switzerland,2024,4595,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,1993,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,1994,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,1995,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,1996,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,1997,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,1998,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,1999,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2000,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2001,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2002,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2003,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2004,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2005,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2006,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2007,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2008,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2009,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2010,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2011,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2012,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2013,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2014,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2015,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2016,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2017,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2018,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2019,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2020,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2021,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2022,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2023,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,CZ,Czechia,2024,14,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,1990,11555,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,1991,11910,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,1992,16106,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,1993,16393,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,1994,17355,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,1998,18396,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,1999,18449,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2000,18709.65,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2001,18750,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2002,18885,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2008,19877,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2009,19933,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2010,19874,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2011,19965,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2012,19971,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2013,20053.088,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2014,20171.798,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2015,20164.753,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2016,20284.82,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2017,20310.065,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2018,20307.53,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2019,20585.488,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2020,20615.87,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DE,Germany,2021,20808.607,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1990,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1991,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1992,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1993,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1994,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1995,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1996,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1997,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1998,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,1999,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2000,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2001,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2002,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2003,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2004,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2005,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2006,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2007,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2008,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2009,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2010,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2011,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2012,0,i
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2013,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2014,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2015,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2016,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2017,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2018,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2019,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2020,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2021,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2022,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2023,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,DK,Denmark,2024,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1990,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1991,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1992,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1993,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1994,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1995,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1996,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1997,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1998,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,1999,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2000,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2001,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2002,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2003,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2004,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2005,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2006,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2007,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2008,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2009,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2010,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2011,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2012,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2013,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2014,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2015,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2016,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2017,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2018,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2019,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2020,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2021,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2022,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2023,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EE,Estonia,2024,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1990,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1991,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1992,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1993,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1994,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1995,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1996,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1997,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1998,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,1999,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2000,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2001,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2002,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2003,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2004,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2005,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2006,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2007,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2008,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2009,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2010,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2011,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2012,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2013,0,
AC15000,Alternating current - 16 2/3 Hz / 15 000 V,EL,Greece,2014,0,
