accident,accident_label,victim,victim_label,pers_cat,pers_cat_label,geo,geo_label,period,value,flag
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DE,Germany,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DE,Germany,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DE,Germany,2008,2,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DE,Germany,2009,3,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DE,Germany,2010,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DE,Germany,2011,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DE,Germany,2012,5,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DK,Denmark,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DK,Denmark,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DK,Denmark,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DK,Denmark,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DK,Denmark,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DK,Denmark,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,DK,Denmark,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EE,Estonia,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EE,Estonia,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EE,Estonia,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EE,Estonia,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EE,Estonia,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EE,Estonia,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EL,Greece,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EL,Greece,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EL,Greece,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EL,Greece,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EL,Greece,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EL,Greece,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EL,Greece,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,ES,Spain,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,ES,Spain,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,ES,Spain,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,ES,Spain,2009,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,ES,Spain,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,ES,Spain,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,ES,Spain,2012,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EU27_2020,European Union - 27 countries (from 2020),2010,2,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EU27_2020,European Union - 27 countries (from 2020),2011,2,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,EU27_2020,European Union - 27 countries (from 2020),2012,6,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FI,Finland,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FI,Finland,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FI,Finland,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FI,Finland,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FI,Finland,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FI,Finland,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FI,Finland,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FR,France,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FR,France,2007,2,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FR,France,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FR,France,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FR,France,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FR,France,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,FR,France,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HR,Croatia,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HR,Croatia,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HR,Croatia,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HU,Hungary,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HU,Hungary,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HU,Hungary,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HU,Hungary,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HU,Hungary,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,HU,Hungary,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IE,Ireland,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IE,Ireland,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IE,Ireland,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IE,Ireland,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IE,Ireland,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IE,Ireland,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IE,Ireland,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IT,Italy,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IT,Italy,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IT,Italy,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IT,Italy,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IT,Italy,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IT,Italy,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,IT,Italy,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LT,Lithuania,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LT,Lithuania,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LT,Lithuania,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LT,Lithuania,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LT,Lithuania,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LT,Lithuania,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LT,Lithuania,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LU,Luxembourg,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LU,Luxembourg,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LU,Luxembourg,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LU,Luxembourg,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LV,Latvia,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LV,Latvia,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LV,Latvia,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LV,Latvia,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LV,Latvia,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LV,Latvia,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,LV,Latvia,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NL,Netherlands,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NL,Netherlands,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NL,Netherlands,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NL,Netherlands,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NL,Netherlands,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NL,Netherlands,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NL,Netherlands,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NO,Norway,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NO,Norway,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NO,Norway,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NO,Norway,2009,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NO,Norway,2010,4,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NO,Norway,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,NO,Norway,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PL,Poland,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PL,Poland,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PL,Poland,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PL,Poland,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PL,Poland,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PL,Poland,2011,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PL,Poland,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PT,Portugal,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PT,Portugal,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PT,Portugal,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PT,Portugal,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PT,Portugal,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,PT,Portugal,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,RO,Romania,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,RO,Romania,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,RO,Romania,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,RO,Romania,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,RO,Romania,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,RO,Romania,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,RO,Romania,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SE,Sweden,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SE,Sweden,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SE,Sweden,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SE,Sweden,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SE,Sweden,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SE,Sweden,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SI,Slovenia,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SI,Slovenia,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SI,Slovenia,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SI,Slovenia,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SI,Slovenia,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SI,Slovenia,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SK,Slovakia,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SK,Slovakia,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SK,Slovakia,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SK,Slovakia,2010,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SK,Slovakia,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,SK,Slovakia,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,UK,United Kingdom,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,UK,United Kingdom,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,UK,United Kingdom,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,UK,United Kingdom,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,UK,United Kingdom,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,UK,United Kingdom,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,OTH,Others,UK,United Kingdom,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,AT,Austria,2006,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,AT,Austria,2007,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,AT,Austria,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,AT,Austria,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,AT,Austria,2010,2,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,AT,Austria,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,AT,Austria,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BE,Belgium,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BE,Belgium,2007,2,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BE,Belgium,2008,10,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BE,Belgium,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BE,Belgium,2010,169,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BE,Belgium,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BE,Belgium,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BG,Bulgaria,2006,29,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BG,Bulgaria,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BG,Bulgaria,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BG,Bulgaria,2009,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BG,Bulgaria,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BG,Bulgaria,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,BG,Bulgaria,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CHUNNEL,Channel Tunnel,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CHUNNEL,Channel Tunnel,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CHUNNEL,Channel Tunnel,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CHUNNEL,Channel Tunnel,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CHUNNEL,Channel Tunnel,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CHUNNEL,Channel Tunnel,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CZ,Czechia,2006,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CZ,Czechia,2007,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CZ,Czechia,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CZ,Czechia,2010,1,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CZ,Czechia,2011,4,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,CZ,Czechia,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DE,Germany,2006,2,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DE,Germany,2007,3,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DE,Germany,2008,21,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DE,Germany,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DE,Germany,2010,3,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DE,Germany,2011,23,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DE,Germany,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DK,Denmark,2006,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DK,Denmark,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DK,Denmark,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DK,Denmark,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DK,Denmark,2010,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DK,Denmark,2011,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,DK,Denmark,2012,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,EE,Estonia,2007,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,EE,Estonia,2008,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,EE,Estonia,2009,0,
COLLIS_X_LVLCROS,Collisions (excluding level-crossing accidents),INJ_SRL,Seriously injured,PAS,Passengers,EE,Estonia,2010,0,
