vehicle,vehicle_label,mot_nrg,mot_nrg_label,geo,geo_label,period,value,flag
LOC,Locomotives,DIE,Diesel,AL,Albania,1993,74,
LOC,Locomotives,DIE,Diesel,AL,Albania,1994,77,
LOC,Locomotives,DIE,Diesel,AL,Albania,1995,77,
LOC,Locomotives,DIE,Diesel,AL,Albania,1996,72,
LOC,Locomotives,DIE,Diesel,AL,Albania,1997,70,
LOC,Locomotives,DIE,Diesel,AL,Albania,1998,68,
LOC,Locomotives,DIE,Diesel,AL,Albania,1999,68,
LOC,Locomotives,DIE,Diesel,AL,Albania,2000,68,
LOC,Locomotives,DIE,Diesel,AL,Albania,2001,68,
LOC,Locomotives,DIE,Diesel,AL,Albania,2002,58,
LOC,Locomotives,DIE,Diesel,AL,Albania,2013,52,
LOC,Locomotives,DIE,Diesel,AL,Albania,2014,52,
LOC,Locomotives,DIE,Diesel,AL,Albania,2015,38,
LOC,Locomotives,DIE,Diesel,AL,Albania,2016,38,
LOC,Locomotives,DIE,Diesel,AL,Albania,2017,38,
LOC,Locomotives,DIE,Diesel,AL,Albania,2018,34,
LOC,Locomotives,DIE,Diesel,AL,Albania,2019,34,
LOC,Locomotives,DIE,Diesel,AL,Albania,2020,21,
LOC,Locomotives,DIE,Diesel,AL,Albania,2021,21,
LOC,Locomotives,DIE,Diesel,AL,Albania,2022,18,
LOC,Locomotives,DIE,Diesel,AL,Albania,2023,18,
LOC,Locomotives,DIE,Diesel,AL,Albania,2024,18,
LOC,Locomotives,DIE,Diesel,AT,Austria,1990,489,
LOC,Locomotives,DIE,Diesel,AT,Austria,1991,498,
LOC,Locomotives,DIE,Diesel,AT,Austria,1992,507,
LOC,Locomotives,DIE,Diesel,AT,Austria,1993,492,
LOC,Locomotives,DIE,Diesel,AT,Austria,1994,548,
LOC,Locomotives,DIE,Diesel,AT,Austria,1995,539,
LOC,Locomotives,DIE,Diesel,AT,Austria,1996,532,
LOC,Locomotives,DIE,Diesel,AT,Austria,1997,530,
LOC,Locomotives,DIE,Diesel,AT,Austria,1998,525,
LOC,Locomotives,DIE,Diesel,AT,Austria,1999,450,
LOC,Locomotives,DIE,Diesel,AT,Austria,2000,490,
LOC,Locomotives,DIE,Diesel,AT,Austria,2001,493,
LOC,Locomotives,DIE,Diesel,AT,Austria,2002,430,
LOC,Locomotives,DIE,Diesel,AT,Austria,2007,510,
LOC,Locomotives,DIE,Diesel,AT,Austria,2010,520,
LOC,Locomotives,DIE,Diesel,AT,Austria,2011,514,
LOC,Locomotives,DIE,Diesel,AT,Austria,2012,542,
LOC,Locomotives,DIE,Diesel,AT,Austria,2013,464,
LOC,Locomotives,DIE,Diesel,AT,Austria,2014,464,
LOC,Locomotives,DIE,Diesel,AT,Austria,2015,432,
LOC,Locomotives,DIE,Diesel,AT,Austria,2016,413,
LOC,Locomotives,DIE,Diesel,AT,Austria,2017,390,
LOC,Locomotives,DIE,Diesel,AT,Austria,2018,362,
LOC,Locomotives,DIE,Diesel,AT,Austria,2019,368,
LOC,Locomotives,DIE,Diesel,AT,Austria,2020,356,
LOC,Locomotives,DIE,Diesel,AT,Austria,2021,350,
LOC,Locomotives,DIE,Diesel,AT,Austria,2022,328,
LOC,Locomotives,DIE,Diesel,AT,Austria,2023,325,
LOC,Locomotives,DIE,Diesel,AT,Austria,2024,328,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,1992,87,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,1999,104,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2000,103,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2001,103,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2010,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2011,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2012,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2013,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2014,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2015,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2016,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2017,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2018,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2019,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2020,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2021,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2022,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2023,93,
LOC,Locomotives,DIE,Diesel,BA,Bosnia and Herzegovina,2024,93,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1990,659,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1991,660,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1992,653,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1993,663,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1994,587,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1995,601,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1996,591,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1997,575,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1998,571,
LOC,Locomotives,DIE,Diesel,BE,Belgium,1999,556,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2000,565,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2001,538,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2002,487,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2003,375,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2004,385,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2005,377,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2006,347,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2007,328,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2008,274,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2009,233,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2021,330,i
LOC,Locomotives,DIE,Diesel,BE,Belgium,2023,330,
LOC,Locomotives,DIE,Diesel,BE,Belgium,2024,245,i
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1990,637,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1991,612,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1992,596,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1993,592,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1994,530,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1995,530,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1996,478,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1997,450,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1998,410,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,1999,410,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2000,391,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2001,383,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2002,334,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2003,334,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2004,314,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2008,291,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2009,272,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2010,235,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2011,252,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2012,200,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2013,221,
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2021,117,i
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2023,117,i
LOC,Locomotives,DIE,Diesel,BG,Bulgaria,2024,117,i
LOC,Locomotives,DIE,Diesel,CH,Switzerland,1990,277,
LOC,Locomotives,DIE,Diesel,CH,Switzerland,1991,273,
LOC,Locomotives,DIE,Diesel,CH,Switzerland,1992,281,
LOC,Locomotives,DIE,Diesel,CH,Switzerland,1993,269,
LOC,Locomotives,DIE,Diesel,CH,Switzerland,1994,271,
LOC,Locomotives,DIE,Diesel,CH,Switzerland,1995,262,
LOC,Locomotives,DIE,Diesel,CH,Switzerland,1996,260,
LOC,Locomotives,DIE,Diesel,CH,Switzerland,2023,81,i
LOC,Locomotives,DIE,Diesel,CH,Switzerland,2024,81,i
LOC,Locomotives,DIE,Diesel,CZ,Czechia,1993,1943,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,1994,1854,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,1995,1855,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,1996,1853,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,1997,1866,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,1998,1831,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,1999,1780,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2000,1778,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2001,1636,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2002,1510,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2003,1512,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2004,1494,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2005,1390,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2006,1474,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2007,1416,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2008,1247,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2009,1162,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2010,1201,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2011,1185,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2012,1192,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2013,1126,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2014,1109,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2015,1110,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2016,1156,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2017,1132,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2018,1120,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2019,1082,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2020,1088,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2021,1145,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2022,1165,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2023,1084,
LOC,Locomotives,DIE,Diesel,CZ,Czechia,2024,1028,
LOC,Locomotives,DIE,Diesel,DE,Germany,1990,3417,
LOC,Locomotives,DIE,Diesel,DE,Germany,1991,7516,
LOC,Locomotives,DIE,Diesel,DE,Germany,1992,7278,
LOC,Locomotives,DIE,Diesel,DE,Germany,1993,6666,
LOC,Locomotives,DIE,Diesel,DE,Germany,1994,6310,
LOC,Locomotives,DIE,Diesel,DE,Germany,1995,5356,
LOC,Locomotives,DIE,Diesel,DE,Germany,1996,5108,
LOC,Locomotives,DIE,Diesel,DE,Germany,1997,4820,
LOC,Locomotives,DIE,Diesel,DE,Germany,1998,4071,
LOC,Locomotives,DIE,Diesel,DE,Germany,1999,3722,
LOC,Locomotives,DIE,Diesel,DE,Germany,2000,3393,
LOC,Locomotives,DIE,Diesel,DE,Germany,2001,2597,
LOC,Locomotives,DIE,Diesel,DE,Germany,2002,2698,
LOC,Locomotives,DIE,Diesel,DE,Germany,2015,1013,
LOC,Locomotives,DIE,Diesel,DE,Germany,2020,2258,b
LOC,Locomotives,DIE,Diesel,DK,Denmark,1990,366,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1991,353,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1992,345,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1993,316,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1994,311,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1995,293,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1996,279,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1997,243,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1998,221,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,1999,217,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2000,193,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2001,153,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2002,147,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2003,157,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2004,150,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2005,148,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2006,108,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2007,106,i
LOC,Locomotives,DIE,Diesel,DK,Denmark,2008,100,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2009,97,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2010,95,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2011,97,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2012,94,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2013,89,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2014,93,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2015,89,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2016,90,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2017,90,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2018,90,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2019,86,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2020,76,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2021,48,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2022,47,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2023,50,
LOC,Locomotives,DIE,Diesel,DK,Denmark,2024,49,
LOC,Locomotives,DIE,Diesel,EE,Estonia,1992,119,
LOC,Locomotives,DIE,Diesel,EE,Estonia,1993,120,
LOC,Locomotives,DIE,Diesel,EE,Estonia,1994,120,
LOC,Locomotives,DIE,Diesel,EE,Estonia,1995,116,
LOC,Locomotives,DIE,Diesel,EE,Estonia,1996,116,
LOC,Locomotives,DIE,Diesel,EE,Estonia,1997,114,
LOC,Locomotives,DIE,Diesel,EE,Estonia,1998,111,
LOC,Locomotives,DIE,Diesel,EE,Estonia,1999,117,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2000,115,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2001,117,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2002,171,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2003,178,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2004,273,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2005,265,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2006,265,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2007,313,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2008,309,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2009,306,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2010,318,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2011,303,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2012,291,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2013,293,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2014,297,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2015,287,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2016,287,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2017,281,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2018,276,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2019,200,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2020,187,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2021,172,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2022,173,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2023,173,
LOC,Locomotives,DIE,Diesel,EE,Estonia,2024,137,
LOC,Locomotives,DIE,Diesel,EL,Greece,1990,233,
LOC,Locomotives,DIE,Diesel,EL,Greece,1991,233,
LOC,Locomotives,DIE,Diesel,EL,Greece,1992,234,
LOC,Locomotives,DIE,Diesel,EL,Greece,1993,234,
LOC,Locomotives,DIE,Diesel,EL,Greece,1994,234,
LOC,Locomotives,DIE,Diesel,EL,Greece,1995,234,
LOC,Locomotives,DIE,Diesel,EL,Greece,1996,234,
LOC,Locomotives,DIE,Diesel,EL,Greece,1998,260,
LOC,Locomotives,DIE,Diesel,EL,Greece,1999,152,
LOC,Locomotives,DIE,Diesel,EL,Greece,2000,146,
LOC,Locomotives,DIE,Diesel,EL,Greece,2001,145,
LOC,Locomotives,DIE,Diesel,EL,Greece,2002,144,
LOC,Locomotives,DIE,Diesel,EL,Greece,2003,142,
LOC,Locomotives,DIE,Diesel,EL,Greece,2004,151,
LOC,Locomotives,DIE,Diesel,EL,Greece,2005,150,
LOC,Locomotives,DIE,Diesel,EL,Greece,2006,144,
LOC,Locomotives,DIE,Diesel,EL,Greece,2007,143,
LOC,Locomotives,DIE,Diesel,EL,Greece,2008,143,
LOC,Locomotives,DIE,Diesel,EL,Greece,2009,143,
LOC,Locomotives,DIE,Diesel,EL,Greece,2010,143,
LOC,Locomotives,DIE,Diesel,EL,Greece,2011,143,
LOC,Locomotives,DIE,Diesel,EL,Greece,2012,143,
LOC,Locomotives,DIE,Diesel,EL,Greece,2013,142,
LOC,Locomotives,DIE,Diesel,EL,Greece,2014,96,
LOC,Locomotives,DIE,Diesel,EL,Greece,2015,96,
LOC,Locomotives,DIE,Diesel,EL,Greece,2016,96,
LOC,Locomotives,DIE,Diesel,EL,Greece,2017,96,
LOC,Locomotives,DIE,Diesel,EL,Greece,2018,54,
LOC,Locomotives,DIE,Diesel,EL,Greece,2019,56,
LOC,Locomotives,DIE,Diesel,EL,Greece,2020,56,
LOC,Locomotives,DIE,Diesel,EL,Greece,2021,56,
LOC,Locomotives,DIE,Diesel,EL,Greece,2022,54,
LOC,Locomotives,DIE,Diesel,EL,Greece,2023,54,
LOC,Locomotives,DIE,Diesel,EL,Greece,2024,52,
LOC,Locomotives,DIE,Diesel,ES,Spain,1990,694,
LOC,Locomotives,DIE,Diesel,ES,Spain,1991,638,
LOC,Locomotives,DIE,Diesel,ES,Spain,1992,622,
LOC,Locomotives,DIE,Diesel,ES,Spain,1993,580,
LOC,Locomotives,DIE,Diesel,ES,Spain,1994,580,
LOC,Locomotives,DIE,Diesel,ES,Spain,1995,580,
LOC,Locomotives,DIE,Diesel,ES,Spain,1996,498,
LOC,Locomotives,DIE,Diesel,ES,Spain,1997,500,
LOC,Locomotives,DIE,Diesel,ES,Spain,1998,483,
LOC,Locomotives,DIE,Diesel,ES,Spain,1999,479,
LOC,Locomotives,DIE,Diesel,ES,Spain,2000,459,
LOC,Locomotives,DIE,Diesel,ES,Spain,2001,445,
LOC,Locomotives,DIE,Diesel,ES,Spain,2002,426,
LOC,Locomotives,DIE,Diesel,ES,Spain,2004,410,
LOC,Locomotives,DIE,Diesel,ES,Spain,2005,377,
LOC,Locomotives,DIE,Diesel,ES,Spain,2006,342,
LOC,Locomotives,DIE,Diesel,ES,Spain,2007,356,
LOC,Locomotives,DIE,Diesel,ES,Spain,2008,342,
LOC,Locomotives,DIE,Diesel,ES,Spain,2009,313,
LOC,Locomotives,DIE,Diesel,ES,Spain,2016,163,
LOC,Locomotives,DIE,Diesel,ES,Spain,2017,207,
LOC,Locomotives,DIE,Diesel,ES,Spain,2018,228,
LOC,Locomotives,DIE,Diesel,ES,Spain,2019,223,
LOC,Locomotives,DIE,Diesel,ES,Spain,2020,220,
LOC,Locomotives,DIE,Diesel,ES,Spain,2021,239,
LOC,Locomotives,DIE,Diesel,ES,Spain,2022,235,
LOC,Locomotives,DIE,Diesel,ES,Spain,2023,227,
LOC,Locomotives,DIE,Diesel,ES,Spain,2024,233,
LOC,Locomotives,DIE,Diesel,FI,Finland,1990,594,
LOC,Locomotives,DIE,Diesel,FI,Finland,1991,600,
LOC,Locomotives,DIE,Diesel,FI,Finland,1992,579,
LOC,Locomotives,DIE,Diesel,FI,Finland,1993,577,
LOC,Locomotives,DIE,Diesel,FI,Finland,1994,573,
LOC,Locomotives,DIE,Diesel,FI,Finland,1995,563,
LOC,Locomotives,DIE,Diesel,FI,Finland,1996,553,
LOC,Locomotives,DIE,Diesel,FI,Finland,1997,549,
LOC,Locomotives,DIE,Diesel,FI,Finland,1998,530,
LOC,Locomotives,DIE,Diesel,FI,Finland,1999,528,
LOC,Locomotives,DIE,Diesel,FI,Finland,2000,511,
LOC,Locomotives,DIE,Diesel,FI,Finland,2001,490,
LOC,Locomotives,DIE,Diesel,FI,Finland,2002,481,
LOC,Locomotives,DIE,Diesel,FI,Finland,2003,474,
LOC,Locomotives,DIE,Diesel,FI,Finland,2004,475,
LOC,Locomotives,DIE,Diesel,FI,Finland,2005,389,
LOC,Locomotives,DIE,Diesel,FI,Finland,2006,378,
LOC,Locomotives,DIE,Diesel,FI,Finland,2007,374,
LOC,Locomotives,DIE,Diesel,FI,Finland,2008,342,
LOC,Locomotives,DIE,Diesel,FI,Finland,2009,224,
LOC,Locomotives,DIE,Diesel,FI,Finland,2010,224,
LOC,Locomotives,DIE,Diesel,FI,Finland,2011,223,
LOC,Locomotives,DIE,Diesel,FI,Finland,2012,224,
LOC,Locomotives,DIE,Diesel,FI,Finland,2013,221,
LOC,Locomotives,DIE,Diesel,FI,Finland,2014,216,
LOC,Locomotives,DIE,Diesel,FI,Finland,2015,213,
LOC,Locomotives,DIE,Diesel,FI,Finland,2016,216,
LOC,Locomotives,DIE,Diesel,FI,Finland,2017,218,
LOC,Locomotives,DIE,Diesel,FI,Finland,2018,217,
LOC,Locomotives,DIE,Diesel,FI,Finland,2023,229,i
LOC,Locomotives,DIE,Diesel,FI,Finland,2024,241,i
LOC,Locomotives,DIE,Diesel,FR,France,1990,3356,
LOC,Locomotives,DIE,Diesel,FR,France,1991,3360,
LOC,Locomotives,DIE,Diesel,FR,France,1992,3354,
LOC,Locomotives,DIE,Diesel,FR,France,1993,3140,
LOC,Locomotives,DIE,Diesel,FR,France,1994,3082,
LOC,Locomotives,DIE,Diesel,FR,France,1995,3085,
LOC,Locomotives,DIE,Diesel,FR,France,1996,3027,
LOC,Locomotives,DIE,Diesel,FR,France,1997,3006,
LOC,Locomotives,DIE,Diesel,FR,France,1998,2999,
LOC,Locomotives,DIE,Diesel,FR,France,1999,2982,
LOC,Locomotives,DIE,Diesel,FR,France,2000,2974,
LOC,Locomotives,DIE,Diesel,FR,France,2001,2965,
LOC,Locomotives,DIE,Diesel,FR,France,2002,2958,
LOC,Locomotives,DIE,Diesel,FR,France,2003,2863,
LOC,Locomotives,DIE,Diesel,FR,France,2004,2790,
LOC,Locomotives,DIE,Diesel,FR,France,2005,2640,
LOC,Locomotives,DIE,Diesel,FR,France,2006,2333,
LOC,Locomotives,DIE,Diesel,FR,France,2007,2448,
LOC,Locomotives,DIE,Diesel,FR,France,2008,2587,
LOC,Locomotives,DIE,Diesel,FR,France,2009,2710,
LOC,Locomotives,DIE,Diesel,FR,France,2010,2811,
LOC,Locomotives,DIE,Diesel,FR,France,2011,2893,
LOC,Locomotives,DIE,Diesel,FR,France,2012,2976,
LOC,Locomotives,DIE,Diesel,FR,France,2013,3050,
LOC,Locomotives,DIE,Diesel,FR,France,2014,3019,
LOC,Locomotives,DIE,Diesel,FR,France,2015,3026,
LOC,Locomotives,DIE,Diesel,FR,France,2016,3041,
LOC,Locomotives,DIE,Diesel,FR,France,2017,2998,
LOC,Locomotives,DIE,Diesel,FR,France,2018,3088,
LOC,Locomotives,DIE,Diesel,FR,France,2019,3028,
LOC,Locomotives,DIE,Diesel,FR,France,2020,2706,
LOC,Locomotives,DIE,Diesel,FR,France,2021,1942,
LOC,Locomotives,DIE,Diesel,FR,France,2022,1797,
LOC,Locomotives,DIE,Diesel,FR,France,2023,1782,
LOC,Locomotives,DIE,Diesel,FR,France,2024,1757,
LOC,Locomotives,DIE,Diesel,GE,Georgia,1995,201,
LOC,Locomotives,DIE,Diesel,GE,Georgia,1996,168,
LOC,Locomotives,DIE,Diesel,GE,Georgia,1997,183,
LOC,Locomotives,DIE,Diesel,GE,Georgia,1998,177,
LOC,Locomotives,DIE,Diesel,GE,Georgia,1999,175,
LOC,Locomotives,DIE,Diesel,GE,Georgia,2018,82,
LOC,Locomotives,DIE,Diesel,GE,Georgia,2019,81,
LOC,Locomotives,DIE,Diesel,GE,Georgia,2020,78,
LOC,Locomotives,DIE,Diesel,GE,Georgia,2021,78,
LOC,Locomotives,DIE,Diesel,GE,Georgia,2022,78,
LOC,Locomotives,DIE,Diesel,GE,Georgia,2023,78,
LOC,Locomotives,DIE,Diesel,GE,Georgia,2024,78,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1990,306,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1991,312,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1992,311,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1993,315,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1994,315,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1995,294,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1996,288,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1997,288,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1998,288,
LOC,Locomotives,DIE,Diesel,HR,Croatia,1999,251,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2000,251,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2001,196,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2002,191,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2003,191,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2004,180,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2005,171,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2006,168,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2007,148,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2008,151,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2009,155,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2010,152,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2011,143,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2012,159,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2013,159,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2014,159,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2015,156,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2016,161,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2017,161,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2018,165,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2019,162,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2020,165,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2021,127,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2022,120,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2023,120,
LOC,Locomotives,DIE,Diesel,HR,Croatia,2024,121,
LOC,Locomotives,DIE,Diesel,HU,Hungary,1990,1087,
LOC,Locomotives,DIE,Diesel,HU,Hungary,1991,1027,
LOC,Locomotives,DIE,Diesel,HU,Hungary,1992,1013,
LOC,Locomotives,DIE,Diesel,HU,Hungary,1993,973,
