accident,accident_label,geo,geo_label,period,value,flag
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2009,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2010,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2011,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2012,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2013,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2014,7,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2015,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2016,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2017,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2018,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2019,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2020,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2021,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2022,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2023,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",PT,Portugal,2024,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2006,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2007,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2008,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2009,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2010,10,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2011,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2012,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2013,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2014,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2015,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2016,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2017,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2018,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2019,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2020,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2021,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2022,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2023,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",RO,Romania,2024,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2006,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2007,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2008,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2009,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2010,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2011,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2012,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2013,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2014,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2015,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2016,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2017,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2018,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2019,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2020,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2021,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2022,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2023,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SE,Sweden,2024,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2007,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2008,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2009,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2010,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2011,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2012,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2013,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2014,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2015,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2016,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2017,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2018,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2019,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2020,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2021,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2022,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2023,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SI,Slovenia,2024,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2006,7,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2007,14,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2008,12,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2009,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2010,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2011,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2012,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2013,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2014,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2015,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2016,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2017,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2018,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2019,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2020,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2021,0,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2022,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2023,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",SK,Slovakia,2024,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2006,11,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2007,7,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2008,16,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2009,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2010,8,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2011,8,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2012,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2013,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2014,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2015,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2016,6,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2017,2,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2018,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2020,9,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2021,10,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2022,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2023,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",TR,Türkiye,2024,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2006,4,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2007,12,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2008,8,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2009,17,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2010,8,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2011,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2012,10,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2013,21,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2014,3,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2015,1,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2016,5,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2017,12,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2018,11,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2019,10,
COLLIS,"Collisions of trains, including collisions with obstacles within the clearance gauge",UK,United Kingdom,2020,3,
DERAIL,Derailments of trains,AT,Austria,2006,1,
DERAIL,Derailments of trains,AT,Austria,2007,3,
DERAIL,Derailments of trains,AT,Austria,2008,7,
DERAIL,Derailments of trains,AT,Austria,2009,1,
DERAIL,Derailments of trains,AT,Austria,2010,2,
DERAIL,Derailments of trains,AT,Austria,2011,2,
DERAIL,Derailments of trains,AT,Austria,2012,2,
DERAIL,Derailments of trains,AT,Austria,2013,1,
DERAIL,Derailments of trains,AT,Austria,2014,2,
DERAIL,Derailments of trains,AT,Austria,2015,5,
DERAIL,Derailments of trains,AT,Austria,2016,5,
DERAIL,Derailments of trains,AT,Austria,2017,5,
DERAIL,Derailments of trains,AT,Austria,2018,1,
DERAIL,Derailments of trains,AT,Austria,2019,3,
DERAIL,Derailments of trains,AT,Austria,2020,2,
DERAIL,Derailments of trains,AT,Austria,2021,0,
DERAIL,Derailments of trains,AT,Austria,2022,4,
DERAIL,Derailments of trains,AT,Austria,2023,4,
DERAIL,Derailments of trains,AT,Austria,2024,6,
DERAIL,Derailments of trains,BE,Belgium,2006,7,
DERAIL,Derailments of trains,BE,Belgium,2007,17,
DERAIL,Derailments of trains,BE,Belgium,2008,21,
DERAIL,Derailments of trains,BE,Belgium,2009,41,
DERAIL,Derailments of trains,BE,Belgium,2010,2,
DERAIL,Derailments of trains,BE,Belgium,2011,3,
DERAIL,Derailments of trains,BE,Belgium,2012,2,
DERAIL,Derailments of trains,BE,Belgium,2013,4,
DERAIL,Derailments of trains,BE,Belgium,2014,0,
DERAIL,Derailments of trains,BE,Belgium,2015,1,
DERAIL,Derailments of trains,BE,Belgium,2016,0,
DERAIL,Derailments of trains,BE,Belgium,2017,2,
DERAIL,Derailments of trains,BE,Belgium,2018,2,
DERAIL,Derailments of trains,BE,Belgium,2019,1,
DERAIL,Derailments of trains,BE,Belgium,2020,1,
DERAIL,Derailments of trains,BE,Belgium,2021,1,
DERAIL,Derailments of trains,BE,Belgium,2022,1,
DERAIL,Derailments of trains,BE,Belgium,2023,1,
DERAIL,Derailments of trains,BE,Belgium,2024,0,
DERAIL,Derailments of trains,BG,Bulgaria,2006,2,
DERAIL,Derailments of trains,BG,Bulgaria,2007,1,
DERAIL,Derailments of trains,BG,Bulgaria,2008,0,
DERAIL,Derailments of trains,BG,Bulgaria,2009,0,
DERAIL,Derailments of trains,BG,Bulgaria,2010,1,
DERAIL,Derailments of trains,BG,Bulgaria,2011,1,
DERAIL,Derailments of trains,BG,Bulgaria,2012,3,
DERAIL,Derailments of trains,BG,Bulgaria,2013,2,
DERAIL,Derailments of trains,BG,Bulgaria,2014,6,
DERAIL,Derailments of trains,BG,Bulgaria,2015,6,
DERAIL,Derailments of trains,BG,Bulgaria,2016,6,
DERAIL,Derailments of trains,BG,Bulgaria,2017,5,
DERAIL,Derailments of trains,BG,Bulgaria,2018,1,
DERAIL,Derailments of trains,BG,Bulgaria,2019,4,
DERAIL,Derailments of trains,BG,Bulgaria,2020,2,
DERAIL,Derailments of trains,BG,Bulgaria,2021,6,
DERAIL,Derailments of trains,BG,Bulgaria,2022,2,
DERAIL,Derailments of trains,BG,Bulgaria,2023,1,
DERAIL,Derailments of trains,BG,Bulgaria,2024,3,
DERAIL,Derailments of trains,CH,Switzerland,2009,0,
DERAIL,Derailments of trains,CH,Switzerland,2010,1,
DERAIL,Derailments of trains,CH,Switzerland,2011,1,
DERAIL,Derailments of trains,CH,Switzerland,2012,1,
DERAIL,Derailments of trains,CH,Switzerland,2013,3,
DERAIL,Derailments of trains,CH,Switzerland,2014,1,
DERAIL,Derailments of trains,CH,Switzerland,2015,1,
DERAIL,Derailments of trains,CH,Switzerland,2016,0,
DERAIL,Derailments of trains,CH,Switzerland,2017,3,
DERAIL,Derailments of trains,CH,Switzerland,2018,3,
DERAIL,Derailments of trains,CH,Switzerland,2019,3,
DERAIL,Derailments of trains,CH,Switzerland,2020,0,
DERAIL,Derailments of trains,CH,Switzerland,2021,0,
DERAIL,Derailments of trains,CH,Switzerland,2022,1,
DERAIL,Derailments of trains,CH,Switzerland,2023,1,
DERAIL,Derailments of trains,CH,Switzerland,2024,3,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2007,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2008,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2009,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2010,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2011,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2012,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2013,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2014,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2015,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2016,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2017,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2018,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2019,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2020,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2021,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2022,1,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2023,0,
DERAIL,Derailments of trains,CHUNNEL,Channel Tunnel,2024,0,
DERAIL,Derailments of trains,CZ,Czechia,2006,10,
DERAIL,Derailments of trains,CZ,Czechia,2007,3,
DERAIL,Derailments of trains,CZ,Czechia,2008,2,
DERAIL,Derailments of trains,CZ,Czechia,2009,3,
DERAIL,Derailments of trains,CZ,Czechia,2010,3,
DERAIL,Derailments of trains,CZ,Czechia,2011,5,
DERAIL,Derailments of trains,CZ,Czechia,2012,6,
DERAIL,Derailments of trains,CZ,Czechia,2013,7,
DERAIL,Derailments of trains,CZ,Czechia,2014,9,
DERAIL,Derailments of trains,CZ,Czechia,2015,5,
DERAIL,Derailments of trains,CZ,Czechia,2016,2,
DERAIL,Derailments of trains,CZ,Czechia,2017,2,
DERAIL,Derailments of trains,CZ,Czechia,2018,5,
DERAIL,Derailments of trains,CZ,Czechia,2019,5,
DERAIL,Derailments of trains,CZ,Czechia,2020,5,
DERAIL,Derailments of trains,CZ,Czechia,2021,2,
DERAIL,Derailments of trains,CZ,Czechia,2022,2,
DERAIL,Derailments of trains,CZ,Czechia,2023,0,
DERAIL,Derailments of trains,CZ,Czechia,2024,0,
DERAIL,Derailments of trains,DE,Germany,2006,52,
DERAIL,Derailments of trains,DE,Germany,2007,7,
DERAIL,Derailments of trains,DE,Germany,2008,12,
DERAIL,Derailments of trains,DE,Germany,2009,7,
DERAIL,Derailments of trains,DE,Germany,2010,19,
DERAIL,Derailments of trains,DE,Germany,2011,14,
DERAIL,Derailments of trains,DE,Germany,2012,11,
DERAIL,Derailments of trains,DE,Germany,2013,16,
DERAIL,Derailments of trains,DE,Germany,2014,9,
DERAIL,Derailments of trains,DE,Germany,2015,9,
DERAIL,Derailments of trains,DE,Germany,2016,3,
DERAIL,Derailments of trains,DE,Germany,2017,8,
DERAIL,Derailments of trains,DE,Germany,2018,7,
DERAIL,Derailments of trains,DE,Germany,2019,4,
DERAIL,Derailments of trains,DE,Germany,2020,11,
DERAIL,Derailments of trains,DE,Germany,2021,6,
DERAIL,Derailments of trains,DE,Germany,2022,7,
DERAIL,Derailments of trains,DE,Germany,2023,3,
DERAIL,Derailments of trains,DE,Germany,2024,6,
DERAIL,Derailments of trains,DK,Denmark,2006,0,
DERAIL,Derailments of trains,DK,Denmark,2007,0,
DERAIL,Derailments of trains,DK,Denmark,2008,0,
DERAIL,Derailments of trains,DK,Denmark,2009,0,
DERAIL,Derailments of trains,DK,Denmark,2010,1,
DERAIL,Derailments of trains,DK,Denmark,2011,1,
DERAIL,Derailments of trains,DK,Denmark,2012,1,
DERAIL,Derailments of trains,DK,Denmark,2013,0,
DERAIL,Derailments of trains,DK,Denmark,2014,1,
DERAIL,Derailments of trains,DK,Denmark,2015,0,
DERAIL,Derailments of trains,DK,Denmark,2016,0,
DERAIL,Derailments of trains,DK,Denmark,2017,0,
DERAIL,Derailments of trains,DK,Denmark,2018,0,
DERAIL,Derailments of trains,DK,Denmark,2019,0,
DERAIL,Derailments of trains,DK,Denmark,2020,0,
DERAIL,Derailments of trains,DK,Denmark,2021,2,
DERAIL,Derailments of trains,DK,Denmark,2022,2,
DERAIL,Derailments of trains,DK,Denmark,2023,0,
DERAIL,Derailments of trains,DK,Denmark,2024,0,
DERAIL,Derailments of trains,EE,Estonia,2007,1,
DERAIL,Derailments of trains,EE,Estonia,2008,2,
DERAIL,Derailments of trains,EE,Estonia,2009,0,
DERAIL,Derailments of trains,EE,Estonia,2010,0,
DERAIL,Derailments of trains,EE,Estonia,2011,0,
DERAIL,Derailments of trains,EE,Estonia,2012,1,
DERAIL,Derailments of trains,EE,Estonia,2013,0,
DERAIL,Derailments of trains,EE,Estonia,2014,0,
DERAIL,Derailments of trains,EE,Estonia,2015,0,
DERAIL,Derailments of trains,EE,Estonia,2016,0,
DERAIL,Derailments of trains,EE,Estonia,2017,0,
DERAIL,Derailments of trains,EE,Estonia,2018,0,
DERAIL,Derailments of trains,EE,Estonia,2019,0,
DERAIL,Derailments of trains,EE,Estonia,2020,1,
DERAIL,Derailments of trains,EE,Estonia,2021,0,
DERAIL,Derailments of trains,EE,Estonia,2022,0,
DERAIL,Derailments of trains,EE,Estonia,2023,0,
DERAIL,Derailments of trains,EE,Estonia,2024,0,
DERAIL,Derailments of trains,EL,Greece,2006,4,
DERAIL,Derailments of trains,EL,Greece,2007,8,
DERAIL,Derailments of trains,EL,Greece,2008,2,
DERAIL,Derailments of trains,EL,Greece,2009,2,
DERAIL,Derailments of trains,EL,Greece,2010,2,
DERAIL,Derailments of trains,EL,Greece,2011,0,
DERAIL,Derailments of trains,EL,Greece,2012,2,
DERAIL,Derailments of trains,EL,Greece,2013,0,
DERAIL,Derailments of trains,EL,Greece,2014,3,
DERAIL,Derailments of trains,EL,Greece,2015,2,
DERAIL,Derailments of trains,EL,Greece,2016,0,
DERAIL,Derailments of trains,EL,Greece,2017,4,
DERAIL,Derailments of trains,EL,Greece,2018,2,
DERAIL,Derailments of trains,EL,Greece,2019,0,
DERAIL,Derailments of trains,EL,Greece,2020,1,
DERAIL,Derailments of trains,EL,Greece,2021,1,
DERAIL,Derailments of trains,EL,Greece,2022,0,
DERAIL,Derailments of trains,EL,Greece,2023,0,
DERAIL,Derailments of trains,EL,Greece,2024,0,
DERAIL,Derailments of trains,ES,Spain,2006,9,
DERAIL,Derailments of trains,ES,Spain,2007,12,
DERAIL,Derailments of trains,ES,Spain,2008,15,
DERAIL,Derailments of trains,ES,Spain,2009,7,
DERAIL,Derailments of trains,ES,Spain,2010,7,
DERAIL,Derailments of trains,ES,Spain,2011,7,
DERAIL,Derailments of trains,ES,Spain,2012,10,
DERAIL,Derailments of trains,ES,Spain,2013,11,
DERAIL,Derailments of trains,ES,Spain,2014,6,
DERAIL,Derailments of trains,ES,Spain,2015,6,
DERAIL,Derailments of trains,ES,Spain,2016,7,
DERAIL,Derailments of trains,ES,Spain,2017,10,
DERAIL,Derailments of trains,ES,Spain,2018,8,
DERAIL,Derailments of trains,ES,Spain,2019,10,
DERAIL,Derailments of trains,ES,Spain,2020,11,
DERAIL,Derailments of trains,ES,Spain,2021,8,
DERAIL,Derailments of trains,ES,Spain,2022,6,
DERAIL,Derailments of trains,ES,Spain,2023,16,
DERAIL,Derailments of trains,ES,Spain,2024,12,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2010,89,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2011,85,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2012,94,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2013,100,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2014,93,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2015,72,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2016,62,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2017,89,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2018,74,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2019,73,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2020,71,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2021,80,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2022,63,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2023,68,
DERAIL,Derailments of trains,EU27_2020,European Union - 27 countries (from 2020),2024,63,
DERAIL,Derailments of trains,FI,Finland,2006,0,
DERAIL,Derailments of trains,FI,Finland,2007,0,
DERAIL,Derailments of trains,FI,Finland,2008,1,
DERAIL,Derailments of trains,FI,Finland,2009,2,
DERAIL,Derailments of trains,FI,Finland,2010,1,
DERAIL,Derailments of trains,FI,Finland,2011,0,
DERAIL,Derailments of trains,FI,Finland,2012,3,
DERAIL,Derailments of trains,FI,Finland,2013,3,
DERAIL,Derailments of trains,FI,Finland,2014,1,
DERAIL,Derailments of trains,FI,Finland,2015,0,
DERAIL,Derailments of trains,FI,Finland,2016,1,
DERAIL,Derailments of trains,FI,Finland,2017,0,
DERAIL,Derailments of trains,FI,Finland,2018,0,
DERAIL,Derailments of trains,FI,Finland,2019,1,
DERAIL,Derailments of trains,FI,Finland,2020,1,
DERAIL,Derailments of trains,FI,Finland,2021,2,
DERAIL,Derailments of trains,FI,Finland,2022,0,
DERAIL,Derailments of trains,FI,Finland,2023,2,
DERAIL,Derailments of trains,FI,Finland,2024,0,
DERAIL,Derailments of trains,FR,France,2006,42,
DERAIL,Derailments of trains,FR,France,2007,68,
DERAIL,Derailments of trains,FR,France,2008,97,
DERAIL,Derailments of trains,FR,France,2009,14,
DERAIL,Derailments of trains,FR,France,2010,14,
DERAIL,Derailments of trains,FR,France,2011,11,
DERAIL,Derailments of trains,FR,France,2012,13,
DERAIL,Derailments of trains,FR,France,2013,11,
DERAIL,Derailments of trains,FR,France,2014,15,
DERAIL,Derailments of trains,FR,France,2015,11,
DERAIL,Derailments of trains,FR,France,2016,5,
DERAIL,Derailments of trains,FR,France,2017,8,
DERAIL,Derailments of trains,FR,France,2018,7,
DERAIL,Derailments of trains,FR,France,2019,6,
DERAIL,Derailments of trains,FR,France,2020,8,
DERAIL,Derailments of trains,FR,France,2021,14,
DERAIL,Derailments of trains,FR,France,2022,8,
DERAIL,Derailments of trains,FR,France,2023,8,
DERAIL,Derailments of trains,FR,France,2024,12,
DERAIL,Derailments of trains,HR,Croatia,2010,0,
DERAIL,Derailments of trains,HR,Croatia,2011,1,
DERAIL,Derailments of trains,HR,Croatia,2012,1,
DERAIL,Derailments of trains,HR,Croatia,2013,5,
DERAIL,Derailments of trains,HR,Croatia,2014,2,
DERAIL,Derailments of trains,HR,Croatia,2015,0,
DERAIL,Derailments of trains,HR,Croatia,2016,2,
DERAIL,Derailments of trains,HR,Croatia,2017,2,
DERAIL,Derailments of trains,HR,Croatia,2018,2,
DERAIL,Derailments of trains,HR,Croatia,2019,2,
DERAIL,Derailments of trains,HR,Croatia,2020,0,
DERAIL,Derailments of trains,HR,Croatia,2021,2,
DERAIL,Derailments of trains,HR,Croatia,2022,2,
DERAIL,Derailments of trains,HR,Croatia,2023,3,
DERAIL,Derailments of trains,HR,Croatia,2024,3,
DERAIL,Derailments of trains,HU,Hungary,2006,16,
DERAIL,Derailments of trains,HU,Hungary,2007,7,
DERAIL,Derailments of trains,HU,Hungary,2008,1,
DERAIL,Derailments of trains,HU,Hungary,2009,1,
DERAIL,Derailments of trains,HU,Hungary,2010,1,
DERAIL,Derailments of trains,HU,Hungary,2011,1,
