tra_infr,tra_infr_label,geo,geo_label,period,value,flag
RT_NELC,Non-electrified railway tracks,CZ,Czechia,1998,9981,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,1999,10265,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2000,10412,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2001,10194,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2002,9980,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2003,9817,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2004,9463,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2005,9730,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2006,9255,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2007,9208,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2008,9071,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2009,8974,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2010,8851,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2011,8761,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2012,8733,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2013,8681,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2014,8663,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2015,8631,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2016,8600,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2017,8564,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2018,8580,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2019,8486,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2020,8443,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2021,8364,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2022,8351,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2023,8202,
RT_NELC,Non-electrified railway tracks,CZ,Czechia,2024,8202,
RT_NELC,Non-electrified railway tracks,DE,Germany,1991,44600,
RT_NELC,Non-electrified railway tracks,DE,Germany,1992,43809,
RT_NELC,Non-electrified railway tracks,DE,Germany,1993,40898,
RT_NELC,Non-electrified railway tracks,DE,Germany,1995,38571,
RT_NELC,Non-electrified railway tracks,DE,Germany,1996,38571,
RT_NELC,Non-electrified railway tracks,DE,Germany,1997,34817,
RT_NELC,Non-electrified railway tracks,DE,Germany,1998,32344,
RT_NELC,Non-electrified railway tracks,DE,Germany,1999,29809,
RT_NELC,Non-electrified railway tracks,DE,Germany,2000,30669.13,
RT_NELC,Non-electrified railway tracks,DE,Germany,2001,26943,
RT_NELC,Non-electrified railway tracks,DE,Germany,2002,25833,
RT_NELC,Non-electrified railway tracks,DE,Germany,2003,32171,b
RT_NELC,Non-electrified railway tracks,DE,Germany,2004,31089,
RT_NELC,Non-electrified railway tracks,DE,Germany,2005,27434,
RT_NELC,Non-electrified railway tracks,DE,Germany,2006,27434,
RT_NELC,Non-electrified railway tracks,DE,Germany,2007,27434,
RT_NELC,Non-electrified railway tracks,DE,Germany,2008,27434,
RT_NELC,Non-electrified railway tracks,DE,Germany,2009,27434,
RT_NELC,Non-electrified railway tracks,DE,Germany,2010,29663,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2011,28968,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2012,28805,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2013,29001.915,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2014,28237.883,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2015,27958.691,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2016,27788.134,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2017,28052.418,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2018,28005.513,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2019,28096.877,i
RT_NELC,Non-electrified railway tracks,DE,Germany,2020,27362.66,
RT_NELC,Non-electrified railway tracks,DE,Germany,2021,26753.085,i
RT_NELC,Non-electrified railway tracks,DK,Denmark,1992,4338,
RT_NELC,Non-electrified railway tracks,DK,Denmark,1993,4338,
RT_NELC,Non-electrified railway tracks,DK,Denmark,1994,4338,
RT_NELC,Non-electrified railway tracks,DK,Denmark,1997,2564,
RT_NELC,Non-electrified railway tracks,DK,Denmark,1998,2564,
RT_NELC,Non-electrified railway tracks,EE,Estonia,1992,1657.4,
RT_NELC,Non-electrified railway tracks,EE,Estonia,1993,1657.4,
RT_NELC,Non-electrified railway tracks,EE,Estonia,1994,1649.8,
RT_NELC,Non-electrified railway tracks,EE,Estonia,1995,1601.8,
RT_NELC,Non-electrified railway tracks,EE,Estonia,1996,1584.7,
RT_NELC,Non-electrified railway tracks,EE,Estonia,1997,1546.6,
RT_NELC,Non-electrified railway tracks,EE,Estonia,1998,1564,
RT_NELC,Non-electrified railway tracks,EE,Estonia,1999,1564,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2000,1372,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2001,1390,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2002,1299.8,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2003,1358.5,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2004,1456,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2005,1667,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2006,2602,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2007,2068,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2008,2011,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2009,2036,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2010,2035,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2011,2032,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2012,2032,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2013,2014,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2014,2014,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2015,2012,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2016,2009,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2017,2012,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2018,2008,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2019,2006,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2020,2005,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2021,1918,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2022,1918,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2023,1902,
RT_NELC,Non-electrified railway tracks,EE,Estonia,2024,1891,
RT_NELC,Non-electrified railway tracks,EL,Greece,1990,2729,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1991,2729,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1992,2729,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1993,2719,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1994,2745,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1995,2768,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1996,2778,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1997,2725,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1998,2538,i
RT_NELC,Non-electrified railway tracks,EL,Greece,1999,2538,
RT_NELC,Non-electrified railway tracks,EL,Greece,2000,2657,
RT_NELC,Non-electrified railway tracks,EL,Greece,2001,2651,
RT_NELC,Non-electrified railway tracks,EL,Greece,2002,2657,
RT_NELC,Non-electrified railway tracks,EL,Greece,2003,2739,
RT_NELC,Non-electrified railway tracks,EL,Greece,2004,2797,
RT_NELC,Non-electrified railway tracks,EL,Greece,2005,3010,
RT_NELC,Non-electrified railway tracks,EL,Greece,2006,2865,
RT_NELC,Non-electrified railway tracks,EL,Greece,2007,2741,
RT_NELC,Non-electrified railway tracks,EL,Greece,2008,2613,
RT_NELC,Non-electrified railway tracks,EL,Greece,2009,2621,
RT_NELC,Non-electrified railway tracks,EL,Greece,2010,2413,
RT_NELC,Non-electrified railway tracks,EL,Greece,2011,2279,
RT_NELC,Non-electrified railway tracks,EL,Greece,2012,2279,
RT_NELC,Non-electrified railway tracks,EL,Greece,2013,2317,
RT_NELC,Non-electrified railway tracks,EL,Greece,2014,1881,
RT_NELC,Non-electrified railway tracks,EL,Greece,2015,1883,
RT_NELC,Non-electrified railway tracks,EL,Greece,2016,1831,
RT_NELC,Non-electrified railway tracks,EL,Greece,2017,1807,
RT_NELC,Non-electrified railway tracks,EL,Greece,2018,1619,
RT_NELC,Non-electrified railway tracks,EL,Greece,2019,1554,
RT_NELC,Non-electrified railway tracks,EL,Greece,2020,1684,
RT_NELC,Non-electrified railway tracks,EL,Greece,2021,1684,
RT_NELC,Non-electrified railway tracks,EL,Greece,2022,1323,
RT_NELC,Non-electrified railway tracks,EL,Greece,2023,1155,
RT_NELC,Non-electrified railway tracks,EL,Greece,2024,1151,
RT_NELC,Non-electrified railway tracks,ES,Spain,2005,6309,
RT_NELC,Non-electrified railway tracks,ES,Spain,2006,6297,
RT_NELC,Non-electrified railway tracks,ES,Spain,2007,6314,
RT_NELC,Non-electrified railway tracks,ES,Spain,2008,6298,
RT_NELC,Non-electrified railway tracks,ES,Spain,2009,6261,
RT_NELC,Non-electrified railway tracks,ES,Spain,2010,6281,
RT_NELC,Non-electrified railway tracks,ES,Spain,2011,6134,
RT_NELC,Non-electrified railway tracks,ES,Spain,2012,6088,
RT_NELC,Non-electrified railway tracks,ES,Spain,2013,6085,
RT_NELC,Non-electrified railway tracks,ES,Spain,2014,6032,
RT_NELC,Non-electrified railway tracks,ES,Spain,2015,5687,
RT_NELC,Non-electrified railway tracks,ES,Spain,2016,5857,
RT_NELC,Non-electrified railway tracks,ES,Spain,2017,5860,
RT_NELC,Non-electrified railway tracks,ES,Spain,2018,5831,
RT_NELC,Non-electrified railway tracks,ES,Spain,2019,5783.709,
RT_NELC,Non-electrified railway tracks,ES,Spain,2020,5746.048,
RT_NELC,Non-electrified railway tracks,ES,Spain,2021,5699.019,
RT_NELC,Non-electrified railway tracks,ES,Spain,2022,5885.502,
RT_NELC,Non-electrified railway tracks,ES,Spain,2023,5395.879,
RT_NELC,Non-electrified railway tracks,ES,Spain,2024,5391.993,
RT_NELC,Non-electrified railway tracks,FI,Finland,1990,6032,
RT_NELC,Non-electrified railway tracks,FI,Finland,1991,5848,
RT_NELC,Non-electrified railway tracks,FI,Finland,1992,5895,
RT_NELC,Non-electrified railway tracks,FI,Finland,1993,6078,
RT_NELC,Non-electrified railway tracks,FI,Finland,1994,5680,
RT_NELC,Non-electrified railway tracks,FI,Finland,1995,5606,
RT_NELC,Non-electrified railway tracks,FI,Finland,1996,5558,
RT_NELC,Non-electrified railway tracks,FI,Finland,1997,5334,
RT_NELC,Non-electrified railway tracks,FI,Finland,1998,5147,
RT_NELC,Non-electrified railway tracks,FI,Finland,1999,5057,
RT_NELC,Non-electrified railway tracks,FI,Finland,2000,4936,
RT_NELC,Non-electrified railway tracks,FI,Finland,2001,4904,
RT_NELC,Non-electrified railway tracks,FI,Finland,2002,4904,
RT_NELC,Non-electrified railway tracks,FI,Finland,2003,4869,
RT_NELC,Non-electrified railway tracks,FI,Finland,2004,4501,
RT_NELC,Non-electrified railway tracks,FI,Finland,2005,4494,
RT_NELC,Non-electrified railway tracks,FI,Finland,2006,4234,
RT_NELC,Non-electrified railway tracks,FI,Finland,2007,4220,
RT_NELC,Non-electrified railway tracks,FI,Finland,2008,4219,
RT_NELC,Non-electrified railway tracks,FI,Finland,2009,4216,
RT_NELC,Non-electrified railway tracks,FI,Finland,2010,4189,
RT_NELC,Non-electrified railway tracks,FI,Finland,2011,4111,
RT_NELC,Non-electrified railway tracks,FI,Finland,2012,4098,
RT_NELC,Non-electrified railway tracks,FI,Finland,2013,3681,
RT_NELC,Non-electrified railway tracks,FI,Finland,2014,3531,
RT_NELC,Non-electrified railway tracks,FI,Finland,2015,3495,b
RT_NELC,Non-electrified railway tracks,FI,Finland,2016,2660,
RT_NELC,Non-electrified railway tracks,FI,Finland,2017,2645,
RT_NELC,Non-electrified railway tracks,FI,Finland,2018,2598,
RT_NELC,Non-electrified railway tracks,FI,Finland,2019,2595,
RT_NELC,Non-electrified railway tracks,FI,Finland,2020,2573,
RT_NELC,Non-electrified railway tracks,FI,Finland,2021,2562,
RT_NELC,Non-electrified railway tracks,FI,Finland,2022,2493,
RT_NELC,Non-electrified railway tracks,FI,Finland,2023,2495,
RT_NELC,Non-electrified railway tracks,FI,Finland,2024,2285,
RT_NELC,Non-electrified railway tracks,FR,France,1993,23962,
RT_NELC,Non-electrified railway tracks,FR,France,1994,23302,
RT_NELC,Non-electrified railway tracks,FR,France,1995,22158,
RT_NELC,Non-electrified railway tracks,FR,France,1996,21907,
RT_NELC,Non-electrified railway tracks,FR,France,1997,19413,
RT_NELC,Non-electrified railway tracks,FR,France,1998,19317,
RT_NELC,Non-electrified railway tracks,FR,France,1999,19210,
RT_NELC,Non-electrified railway tracks,FR,France,2000,19041,
RT_NELC,Non-electrified railway tracks,FR,France,2001,18819,
RT_NELC,Non-electrified railway tracks,FR,France,2002,18704,
RT_NELC,Non-electrified railway tracks,FR,France,2003,18703,
RT_NELC,Non-electrified railway tracks,FR,France,2004,18600,
RT_NELC,Non-electrified railway tracks,FR,France,2005,18292,
RT_NELC,Non-electrified railway tracks,FR,France,2006,18292,
RT_NELC,Non-electrified railway tracks,FR,France,2007,18128,
RT_NELC,Non-electrified railway tracks,FR,France,2009,20123,
RT_NELC,Non-electrified railway tracks,FR,France,2017,15465.643,
RT_NELC,Non-electrified railway tracks,FR,France,2018,15182,
RT_NELC,Non-electrified railway tracks,FR,France,2019,15123,
RT_NELC,Non-electrified railway tracks,FR,France,2020,14978,
RT_NELC,Non-electrified railway tracks,FR,France,2021,14745,
RT_NELC,Non-electrified railway tracks,FR,France,2022,14375,
RT_NELC,Non-electrified railway tracks,FR,France,2023,14357,
RT_NELC,Non-electrified railway tracks,FR,France,2024,13894,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2010,174,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2015,42.1,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2016,42.052,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2017,41.894,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2018,42,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2019,41.9,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2020,41.721,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2021,37.8,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2022,37.8,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2023,37.8,
RT_NELC,Non-electrified railway tracks,GE,Georgia,2024,37.7,
RT_NELC,Non-electrified railway tracks,HR,Croatia,1992,2889,
RT_NELC,Non-electrified railway tracks,HR,Croatia,1993,1716,
RT_NELC,Non-electrified railway tracks,HR,Croatia,1994,2811,
RT_NELC,Non-electrified railway tracks,HR,Croatia,1995,2839,
RT_NELC,Non-electrified railway tracks,HR,Croatia,1996,2074,
RT_NELC,Non-electrified railway tracks,HR,Croatia,1997,2453,
RT_NELC,Non-electrified railway tracks,HR,Croatia,1998,2452,
RT_NELC,Non-electrified railway tracks,HR,Croatia,1999,2452,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2000,2444,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2001,2441,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2002,2412,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2003,2438,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2004,2482,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2005,2482,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2006,2474,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2007,2472,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2008,2449,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2009,2448,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2010,2446,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2011,2445,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2012,2455,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2013,2434,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2014,2364,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2015,2314,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2016,2311,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2017,2303,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2018,2300,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2019,2307,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2020,2315,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2021,2295,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2022,2288,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2023,2267,
RT_NELC,Non-electrified railway tracks,HR,Croatia,2024,2256,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1990,8234,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1991,8578,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1992,7676,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1993,7754,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1994,7636,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1995,7500,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1996,7265,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1997,7986,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1998,7170,
RT_NELC,Non-electrified railway tracks,HU,Hungary,1999,7144,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2000,6936,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2001,6954,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2002,6864,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2003,6862,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2004,6844,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2005,6845,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2006,5557,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2007,5267,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2008,5252,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2009,5252,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2010,5152,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2011,5339.1,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2012,5309.4,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2013,5416.4,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2014,5326,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2015,5259,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2016,6003,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2017,6018,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2018,5827,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2019,5785,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2020,5833,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2021,5824,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2022,5841,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2023,4094,
RT_NELC,Non-electrified railway tracks,HU,Hungary,2024,4081,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2013,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2014,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2015,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2016,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2017,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2018,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2019,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2020,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2021,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2022,2318.5,
RT_NELC,Non-electrified railway tracks,IE,Ireland,2023,2318.5,i
RT_NELC,Non-electrified railway tracks,IE,Ireland,2024,2318.5,
RT_NELC,Non-electrified railway tracks,IT,Italy,1995,5912,
RT_NELC,Non-electrified railway tracks,IT,Italy,1996,5742,
RT_NELC,Non-electrified railway tracks,IT,Italy,1997,5716,
RT_NELC,Non-electrified railway tracks,IT,Italy,1998,5633,
RT_NELC,Non-electrified railway tracks,IT,Italy,1999,5475,
RT_NELC,Non-electrified railway tracks,IT,Italy,2000,5458,
RT_NELC,Non-electrified railway tracks,IT,Italy,2001,5215,
RT_NELC,Non-electrified railway tracks,IT,Italy,2002,5138,
RT_NELC,Non-electrified railway tracks,IT,Italy,2003,5043,
RT_NELC,Non-electrified railway tracks,IT,Italy,2004,4916,
RT_NELC,Non-electrified railway tracks,IT,Italy,2005,4895,
RT_NELC,Non-electrified railway tracks,IT,Italy,2006,4907,
RT_NELC,Non-electrified railway tracks,IT,Italy,2007,4885,
RT_NELC,Non-electrified railway tracks,IT,Italy,2008,4882,
RT_NELC,Non-electrified railway tracks,IT,Italy,2009,4875,
RT_NELC,Non-electrified railway tracks,IT,Italy,2010,4875,
RT_NELC,Non-electrified railway tracks,IT,Italy,2011,4878,
RT_NELC,Non-electrified railway tracks,IT,Italy,2012,4887,
RT_NELC,Non-electrified railway tracks,IT,Italy,2013,4860,i
RT_NELC,Non-electrified railway tracks,IT,Italy,2014,4860,i
RT_NELC,Non-electrified railway tracks,IT,Italy,2015,4859,i
RT_NELC,Non-electrified railway tracks,IT,Italy,2016,4842,i
RT_NELC,Non-electrified railway tracks,IT,Italy,2017,4842,
RT_NELC,Non-electrified railway tracks,IT,Italy,2018,4840,
RT_NELC,Non-electrified railway tracks,IT,Italy,2019,4840,
RT_NELC,Non-electrified railway tracks,IT,Italy,2020,4794,
RT_NELC,Non-electrified railway tracks,IT,Italy,2021,4748,
RT_NELC,Non-electrified railway tracks,IT,Italy,2022,4722,
RT_NELC,Non-electrified railway tracks,IT,Italy,2023,4627,
RT_NELC,Non-electrified railway tracks,IT,Italy,2024,4679,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2013,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2014,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2015,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2016,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2017,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2018,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2019,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2020,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2021,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2022,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2023,0,
RT_NELC,Non-electrified railway tracks,LI,Liechtenstein,2024,0,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,1992,2425.2,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,1993,2384.7,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,1994,2456.7,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,1995,2456.7,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,1996,2318.3,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,1997,2318.4,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,1998,2318,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,1999,2225,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2000,2259.1,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2001,2014,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2002,1990.4,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2003,1962.8,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2004,1957.2,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2005,1944.9,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2006,1944.9,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2007,1937.8,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2008,1937.1,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2009,1939.8,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2010,1941.6,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2011,1941.7,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2012,1946.4,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2013,1946.4,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2014,1946.2,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2015,2093.2,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2016,2093.4,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2017,2032.8,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2018,2032.2,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2019,2028.4,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2020,2028.5,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2021,2028.5,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2022,2088.6,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2023,2093.7,
RT_NELC,Non-electrified railway tracks,LT,Lithuania,2024,2097.7,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,1995,92,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,1996,92,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,1997,92,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,1998,92,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,1999,92,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2000,43,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2001,43,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2002,44,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2003,44,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2004,43,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2005,43,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2006,43,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2007,43,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2008,43,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2009,31,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2010,31,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2011,31,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2012,31,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2013,31,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2014,31,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2015,36,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2016,36,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2017,32,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2018,32,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2019,32,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2020,32,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2021,36,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2022,32,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2023,32,
RT_NELC,Non-electrified railway tracks,LU,Luxembourg,2024,32,
RT_NELC,Non-electrified railway tracks,LV,Latvia,1990,3458,
RT_NELC,Non-electrified railway tracks,LV,Latvia,1993,2142,
RT_NELC,Non-electrified railway tracks,LV,Latvia,1994,2433,
